created_at,location,Capres,Tweet,Translation,Compound_Score,Sentiments
Mon Feb 05 23:30:43 +0000 2024,"London, England",anies,pro player game juara dunia evos manay acara desakanies smg harap mrk cinta dunia games maju dunia esport tanah air momen anies kasih hadiah jaket esport aminkanindonesia aminajadulu,pro player game world champion evos manay desakanies event smg hope they love the world of advanced games the world of esports in the country the moment anies gives the gift of an esports jacket aminkanindonesia aminajadulu,0.9423,Positif
Mon Feb 05 23:30:33 +0000 2024,Rumah Singgah Eunoia ,anies,oh iya info desak anies semarang beliau bawain materi aja ah semarang,"Oh yes, information, Anies urged Semarang, he just brought the material, Ah Semarang",0.4019,Positif
Mon Feb 05 23:30:26 +0000 2024,,anies,anies tuntas revolusi mental era jokowi,Anies completes mental revolution of Jokowi era,0.0,Netral
Mon Feb 05 23:30:25 +0000 2024,,anies,anies laku pas udh presiden reshuffle tri skrg dukung laku bukti beli langgar,"Anies sells right after President Tri's reshuffle, now he supports selling with proof of buying violations",-0.2263,Negatif
Mon Feb 05 23:30:19 +0000 2024,"Palembang, Indonesia",anies,anies presiden kritik beliau iya milih kritik tuntut janji janji puji milu rakyat dukung milu rakyat,"Anies, the president, criticized him, yes, he chose to criticize, demand promises, praise, the people's Milu, support the people's Milu",0.7184,Positif
Mon Feb 05 23:30:13 +0000 2024,,anies,anies untung tangan langgar ham gubernur,Anies luckily broke the governor's human rights,0.128,Positif
Mon Feb 05 23:30:11 +0000 2024,Jakarta,anies,selagi manusia hati nurani etika maksud pilih anies,As long as humans have an ethical conscience about voting for Anies,0.5106,Positif
Mon Feb 05 23:30:08 +0000 2024,,anies,gak partai dukung anies hya dikit gaak sempurna spy buruk gak kuasa aja,"Doesn't the party support Anies, it's just a little bit imperfect, it's bad, it's just not powerful",-0.8852,Negatif
Mon Feb 05 23:30:06 +0000 2024,indonesia,anies,tolak prabowo dukung anies menang,Prabowo refuses to support Anies to win,0.7579,Positif
Mon Feb 05 23:30:05 +0000 2024,,anies,klo anies udh klo ganjar partai dukung utama revisi uu kpk,"If it's Anies, if you reward the party, support the main revision of the KPK law",0.8442,Positif
Mon Feb 05 23:29:51 +0000 2024,,anies,pp muhammadiyah nonton desak anies semarang anies bikin berita tri pakai akal sehat mgkn bumn hapus,pp muhammadiyah watch anies urges semarang anies to make tri news use common sense maybe state-owned enterprises delete it,0.0,Netral
Mon Feb 05 23:29:36 +0000 2024,Bandung,anies,butuh pimpin rubah ubah indonesia adil makmur harap abah anies rasyid baswedan,"Need to lead the fox to change Indonesia to be fair and prosperous, please Abah Anies Rasyid Baswedan",0.7717,Positif
Mon Feb 05 23:29:22 +0000 2024,"Tanjung Priok, Indonesia",anies,ustadz abduh tuasikal hafizhahullah hubung pa anies lantik gubernur dki aja pa anies kasih buku karang ustadzz,Ustadz Abduh Tuasikal Hafizhahullah contact Pa Anies to inaugurate the governor of DKI,0.0,Netral
Mon Feb 05 23:29:08 +0000 2024,ð she/her-infp-legal,anies,bener bgt bjir dikatain buzzer anies,It's really true that buzzer Anies is called buzzer,0.4754,Positif
Mon Feb 05 23:29:06 +0000 2024,"Denpasar Selatan, Indonesia",anies,paslon problematik bener emg pilih anies atw ganjar,The problematic candidate pair really chooses Anies or Ganjar,-0.4404,Negatif
Mon Feb 05 23:28:48 +0000 2024,ðnomaden,anies,unjung desak anies starboy alas dateng jakarta udah obrak abrik beliau indonesia diapain ma anies kak mutiara baswedan cantik,"Uunjung urges Anies Starboy, Alas Datang, Jakarta, it's been torn apart, what are you doing, Indonesia, Ma Anies, Sis, Pearl Baswedan, beautiful",0.2023,Positif
Mon Feb 05 23:28:44 +0000 2024,Parepare,anies,makan siang gratis bangun ikn dana desa debat internet gratis rumah sakit modern desa fakultas dokter ribu beasiswa negeri dikatain omon omon anies bilang otak lamban ganjar,free lunch wake up IKN village fund free internet debate modern hospital village doctor faculty thousand state scholarships called bullshit bullshit Anies says sluggish brains are rewarded,-0.128,Negatif
Mon Feb 05 23:28:42 +0000 2024,"DKI Jakarta, Indonesia",anies,anies layak pimpin nkri amin,"Anies deserves to lead the country, amen",0.0,Netral
Mon Feb 05 23:28:40 +0000 2024,Jakarta Timur,anies,yes anies ambisi,yes anies ambition,0.4019,Positif
Mon Feb 05 23:28:26 +0000 2024,"Lampung, Indonesia",anies,insya allah gelombang ubah rapih baris tinggal coblos no anies muhaimin aminajadulu aminkanindonesia aminfor,"God willing, the wave changes neatly, the lines just vote no Anies muhaimin aminajadulu aminkanindonesia aminfor",0.3182,Positif
Mon Feb 05 23:28:25 +0000 2024,,anies,mantap pilih anies,Definitely choose Anies,0.4019,Positif
Mon Feb 05 23:28:24 +0000 2024,,anies,paslon anies cak imin bawa nkri negara segani martabat hormat dunia internasional say no to,"Candidate pair Anies Cak Imin brings the Republic of Indonesia to respect the dignity of the international world, say no to",0.5574,Positif
Tue Feb 06 23:59:48 +0000 2024,indonesia,anies,anies kalah ganjar,Anies lost his reward,0.34,Positif
Tue Feb 06 23:59:41 +0000 2024,,anies,support sport anies menang indonesia kalah ganjar aja bowo,"support sports, Anies wins, Indonesia loses, just be rewarded, Bowo",0.8074,Positif
Tue Feb 06 23:59:32 +0000 2024,,anies,oo mksdnya kmaren cawapres anies ahy raih uda jatim gitu weekup uda moveon bapernya coba uda bikin survey unggul,"oo what that means is that yesterday the vice presidential candidate, Anies Ahy won East Java, that's it, weekup, I've moved on, I'm excited, I've tried to make a superior survey",0.8625,Positif
Tue Feb 06 23:59:13 +0000 2024,"Medan, North Sumatera",anies,alas klise malas pilih anies dukung,"Alas, lazy cliche to vote for Anies, support him",-0.2263,Negatif
Tue Feb 06 23:59:01 +0000 2024,"Jakarta Selatan, DKI Jakarta",anies,moga klo anies menang ngga kabinet jabat perintah laku aja kayak jabat aneh,"I hope that if Anies wins or not, the cabinet will act like a strange position",0.8074,Positif
Tue Feb 06 23:58:51 +0000 2024,,anies,makmum siibu kayak sholat makmum masak anies cak imin gak tau,makmum siimu is like praying makmum cook anies uncle imin don't know,0.6124,Positif
Tue Feb 06 23:58:41 +0000 2024,Jakarta Capital Region,anies,program makan siang gratis udah anies duluan bikin prabowo aku pas debat pas jokowi,Anies' free lunch program already made Prabowo me during the Jokowi debate,0.5106,Positif
Tue Feb 06 23:58:09 +0000 2024,"Purworejo, Indonesia",anies,bully ach sensi aja biar anggap dzalimi cari simpati rakyat peristiwa kampanye model rakyat contoh tuch desak anies keren,"Just bully Ach Sensi so he thinks he's wronged looking for people's sympathy, campaign events, people's model, example, tuch urges Anies, cool",-0.3182,Negatif
Tue Feb 06 23:57:57 +0000 2024,Indonesia ,anies,gibran gera indonesia anies baswedan,Gibran Gera Indonesia Anies Baswedan,0.0,Netral
Tue Feb 06 23:56:13 +0000 2024,,anies,dukung cermin dukung ikut wejang anies baswedan,"support the mirror, support following Anies Baswedan's advice",0.6597,Positif
Tue Feb 06 23:56:05 +0000 2024,Indonesia,anies,umur juang anies fopresident,Anies' fighting age for president,-0.3612,Negatif
Tue Feb 06 23:55:56 +0000 2024,ð,anies,gak tau alas pkb dimasukin koalisi anies gt antisipasi waktu pks ngikutin dems koalisi,"I don't know why PKB was included in the Anies coalition, so I'm anticipating when PKS joins the Dems coalition",0.0,Netral
Tue Feb 06 23:55:50 +0000 2024,"Jakarta Capital Region, Indonesia",anies,maaf anies retorika hasil tugu minim manfaat solusi pasang ganjar mahfud,"Sorry, Anies, the rhetoric resulting from the monument has minimal benefits as a solution to install Mahfud's reward",0.8074,Positif
Tue Feb 06 23:53:53 +0000 2024,,anies,indonesia merdeka rakyat kuasa bangkit islam indonesia mngkn indoensia pimpin wowo dn genjer anies dn,"Indonesia becomes independent, the people of Indonesia's Islamic rising power allows Indonesia to lead Wowo and Genjer Anies and",0.0,Netral
Tue Feb 06 23:53:43 +0000 2024,Gaza,anies,kubu belah jelek an anies,Anies' ugly side,-0.5106,Negatif
Tue Feb 06 23:53:29 +0000 2024,,anies,aja gaada beda suka ngata in beda platform aja sok gapernah ngatain pdhl klo liat dikomenan aja gada hubung milu ngejelekin anies,"It's just that there's no difference, like saying it's a different platform, it's like I never take care of it, even if I just look at the comments, there's nothing to do with badmouthing Anies.",-0.5327,Negatif
Tue Feb 06 23:53:26 +0000 2024,,anies,palih king maker salah pilih gak ngaca fakta gak denger kader baik kabur nasdem hadeuh dukung gak pake logika gak terima nyata anies satu gubernur hukum ptun tuk bener,"Palih King Maker made the wrong choice, didn't read the facts, didn't listen, good cadres ran away, Nasdem hadeuh supported, didn't use logic, didn't accept what was real, Anies, one governor, the law was correct, Ptun was right",-0.6586,Negatif
Tue Feb 06 23:53:24 +0000 2024,,anies,astagfirullah pagi udah narasi gak pilih anies islam tambah gin capek,"Oh my God, in the morning I'm already talking about not voting for Anies Islam, I'm getting more and more tired",-0.3306,Negatif
Tue Feb 06 23:53:09 +0000 2024,"Kota Makassar, Sulawesi Selata",anies,beliau calon presiden anies baswedan pintar hati lembut sopan kerja bukti jakarta sempurna milik allah anies sbg manusia wujud kriteria calon pimpin bangsa,"he is a presidential candidate, Anies Baswedan, smart, gentle, polite, hard work, proof that Jakarta is perfect, belongs to Allah, Anies as a human being is the criteria for a candidate to lead the nation",0.836,Positif
Tue Feb 06 23:52:46 +0000 2024,Jakarta Capital Region,anies,berani bro gak balai kota desak anies pas gubernur bro benci gak liat acara kampanye desak anies,"Do you dare, bro, city hall to urge Anies when the governor, bro, hate it, don't you see the campaign event, urge Anies",-0.5719,Negatif
Tue Feb 06 23:52:41 +0000 2024,Kotabumi-Lampung,anies,menit anies bicara pbb,minute Anies talks to the UN,0.0,Netral
Tue Feb 06 23:52:40 +0000 2024,indonesia,anies,gak banget anies buat aneh,not too anies to make it weird,-0.1779,Negatif
Tue Feb 06 23:52:33 +0000 2024,Gresik,anies,tekan ikut gaada nanya terang aja riset ulang dukung anies cak imin nyala abangkuh,"Press follow and don't ask, just do some research again, support Anies Cak Imin, Abangkuh",0.4019,Positif
Tue Feb 06 23:50:37 +0000 2024,,anies,amin baik bnyk udh anies lakuin dki kaum doble minor fakta,"Amen, it's good that Anies has done a lot of double minor facts",0.4404,Positif
Tue Feb 06 23:50:27 +0000 2024,,anies,rg jaket kosmetik utama adalag ide gagas dn akal sehat jngn jebak simbol bentuk karema dukung palsu ikut pikir anies praktik hari jadilh cerdas,"rg main cosmetic jackets are ideas and common sense, don't trap symbols, shapes, support fakes, follow your thoughts, practice birthdays, be smart",0.5517,Positif
Tue Feb 06 23:50:26 +0000 2024,"Yogyakarta, Indonesia",anies,rawan sobat anies simpul rawan sambut datang gosempaja samarinda aminajadulu,"prone, friend, anies, knot prone, welcome gosempaja Samarinda Aminajadulu",0.7351,Positif
Tue Feb 06 23:50:23 +0000 2024,,anies,tetangga prabowo jokowi anies jokowi ganjar jokowi ahok jokowi rocky gerung jokowi mega jokowi amin rais jokowi apa ingat jokowi,Prabowo Jokowi's neighbor Anies Jokowi Ganjar Jokowi Ahok Jokowi Rocky Gerung Jokowi Mega Jokowi Amen Rais Jokowi Do you remember Jokowi,0.0,Netral
Tue Feb 06 23:50:20 +0000 2024,,anies,ni kaya plyg bener sampean level anies klu level anies samoean nyapres,"This is like it's true that if you're at Anies' level, if you're at Anies' level, you're running for president",0.6486,Positif
Tue Feb 06 23:50:02 +0000 2024,,anies,beneerrr habis mulut fitnah mengatain anies cela sendiri faham cela anies banyak dengerin hoax drpd tonton berita benar mknya suka gagal faham,"beneerrr, I have run out of slanderous mouths against Anies, I understand my own faults, Anies listens to a lot of hoaxes from watching the news, it's true, she likes to fail to understand",-0.25,Negatif
Tue Feb 06 23:50:01 +0000 2024,Gehenna....,anies,anies ajar culas politis senior ajar menang cerdas anggap idealis puja hahahahahaa hail anies,"Anies teaches political cunning, seniors teach to win intelligently, think they are idealists, hahahahaha hail Anies",0.8316,Positif
Tue Feb 06 23:49:59 +0000 2024,jakarta,anies,kemeja biru muda anies kena warna resmi pakai,Anies' light blue shirt is the official color to wear,0.0,Netral
Tue Feb 06 23:49:46 +0000 2024,,anies,syokoriinnn kader nyinyir anies karma sutra,Syokoriinnn Kader sneers at Anies Karma Sutra,0.0,Netral
Tue Feb 06 23:49:46 +0000 2024,,anies,inul kapok dukung uu ciptaker dukung anies portal islam,Inul gives up supporting UU Ciptaker supports Anies Islamic Portal,0.6597,Positif
Tue Feb 06 23:49:45 +0000 2024,,anies,sebarin hoax blm bos kyai bumn hilang anies,"spread hoaxes before the Kyai boss of BUMN disappeared, Anies",-0.2263,Negatif
Tue Feb 06 23:49:23 +0000 2024,,anies,hati ngerjain kaya desak anies borong sengaja dateng biar bener ken dateng dapet tiket,The heart is doing something like Anies urged me to come deliberately so that I can actually come and get tickets,0.7717,Positif
Tue Feb 06 23:47:22 +0000 2024,Negeri konoha,anies,kuasa tang harga prinsip prinsip dasadalam demokrasi prinsip dasademokrasi kuasa tang rakyat ttd anies rasyid baswedan aminfor aminpilihanrakyat,"the power of the people, the price of the basic principles of democracy, the basic principles of democracy, the power of the people's power, signed anies rasyid baswedan, aminfor amin, the people's choice",0.0,Netral
Tue Feb 06 23:47:04 +0000 2024,,anies,buzzerp prestasi kerja anies jakarta mnjadi salah kota baik dunia tidk anggap food estate rugi negara puluh triliun rusak alam anggap prestasi otak goblok tkg cebok mmg gitu,"buzzerp Anies's work performance, Jakarta is one of the good cities in the world, don't think that food estate is a loss to the country of tens of trillions, nature is damaged, think that the brain's performance is stupid, but that's the way it is",-0.431,Negatif
Tue Feb 06 23:45:49 +0000 2024,,anies,balesnya tweet op bahas desak anies make sure ahh acara desak anies kampanye uang,"The reply was a tweet about discussing Anies' urge to make sure, ahh, the event was urging Anies to campaign for money",0.3182,Positif
Tue Feb 06 23:44:17 +0000 2024,Indonesia,anies,sibinatang kasih video ramai lngsung diam kampanye anies sepi njing wowo sepi fakta,"Animals love videos, lots of people immediately shut up, Anies campaign, quiet dogs, wowo, quiet facts",0.6369,Positif
